x_um,U_CB_V_vs_RHE,U_VB_V_vs_RHE,U_Fn_V_vs_RHE,U_Fp_V_vs_RHE,n_cm3,p_cm3,Jn_mA_cm2,Jp_mA_cm2,Jtotal_mA_cm2
0.5788888888888889,-0.046763992131617305,3.153236007868383,0.05844711654946522,2.7650207782212908,1.0000351145881993e+18,35402060333826.28,-0.19590863548690599,0.14591129417193982,-0.04999734131496616
0.5794444444444444,-0.04676399269527304,3.153236007304727,0.05844711656308671,2.7650064322519765,1.0000350921187739e+18,35382299173993.92,-0.19693932678574838,0.14694198547078224,-0.04999734131496614
0.58,-0.04676399326433095,3.153236006735669,0.05844711657677973,2.7649919772025324,1.000035069436295e+18,35362398917597.37,-0.1979700198495935,0.14797267853462734,-0.04999734131496616
0.5805555555555556,-0.04676399383884283,3.1532360061611575,0.05844711659054429,2.7649774128930433,1.0000350465387474e+18,35342359564371.11,-0.19900071469082173,0.14900337337585556,-0.04999734131496616
0.5811111111111111,-0.04676399441886209,3.153236005581138,0.058447116604380206,2.7649627391421134,1.0000350234240579e+18,35322181114211.97,-0.20003141132181285,0.1500340700068467,-0.04999734131496616
0.5816666666666667,-0.04676399500444317,3.153236004995557,0.058447116618287595,2.764947955766682,1.0000350000901038e+18,35301863566931.61,-0.2010621097549472,0.15106476843998104,-0.04999734131496616
0.5822222222222222,-0.04676399559564226,3.153236004404358,0.05844711663226662,2.7649330625820343,1.000034976534692e+18,35281406922285.5,-0.20209281000260507,0.15209546868763893,-0.04999734131496614
0.5827777777777777,-0.0467639961925172,3.153236003807483,0.058447116646316966,2.76491805940195,1.0000349527555826e+18,35260811180188.04,-0.20312351207716667,0.1531261707622005,-0.04999734131496616
0.5833333333333334,-0.046763996795127105,3.153236003204873,0.058447116660438864,2.7649029460384766,1.0000349287504663e+18,35240076340411.66,-0.20415421599101244,0.15415687467604627,-0.04999734131496616
0.5838888888888888,-0.046763997403532875,3.153236002596467,0.058447116674632274,2.7648877223020345,1.000034904516974e+18,35219202402742.25,-0.20518492175652225,0.1551875804415561,-0.04999734131496616
